WOType,PONumber,Work_Order_Basic_Start_Date,ACtStartDate,ShortText,WorkCentre,Work_Order_Functional_Location,Functional_Location_Sort_Field,Functional_Location_Description,Work_Order_Type,Work_Order_Total_Actual_Cost
PM01,4624,2/10/2006,0/1/00,labour for shut,WC1,1234.02.07,EXAMPLE,manufacturer6 - NA overburden drill,X,15200
PM01,4625,25/10/2001,25/10/2001,replace batteries,WC1,1234.02.08,EXAMPLE,24v lts & power,Y,15300
PM01,4626,2/10/2006,2/10/2006,upper feed rope broke,WC1,1234.02.09,EXAMPLE,feed ropes upper left,Z,15400
PM01,4627,25/10/2001,25/10/2001,replace deck bush,WC1,1234.02.10,EXAMPLE,deck assembly,X,15500
PM01,4628,25/10/2001,0/1/00,dust flap won't raise,WC1,1234.02.11,EXAMPLE,frame,Y,15600
PM01,4629,25/10/2001,0/1/00,change a/c belts on down day.checked ok,WC1,1234.02.12,EXAMPLE,air conditioning,Z,15700
PM01,4630,25/10/2001,25/10/2001,repair butterfly valve,WC1,1234.02.13,EXAMPLE,air system valves,X,15800
PM01,4631,25/10/2001,25/10/2001,repair parrot chute. gap too large.,WC1,1234.02.14,EXAMPLE,deck assembly,Y,15900
PM01,4632,25/10/2001,0/1/00,pump has a leaking fitting,WC1,1234.02.15,EXAMPLE,aux 2 vane pump,Z,16000
PM01,4633,2/10/2006,0/1/00,replace sub saver,WC1,1234.02.16,EXAMPLE,subs/adaptors,X,16100
PM01,4634,25/10/2001,31/10/2001,noisy ac fan motor,WC1,1234.02.17,EXAMPLE,air conditioning,Y,16200
PM01,4635,25/10/2001,0/1/00,pin walking out on rh track,WC1,1234.02.18,EXAMPLE,track - right,Z,16300
PM01,4636,25/10/2001,0/1/00,mast head limit switch not working,WC1,1234.02.19,EXAMPLE,24v lighting,X,16400
PM01,4637,25/10/2001,0/1/00,replace blocked filters,WC1,1234.02.20,EXAMPLE,drill truck mechanical  model1 NA,Y,16500
PM01,4638,15/10/2006,0/1/00,adjust rotary head guides,WC1,1234.02.21,EXAMPLE,rotary head guides,Z,16600
PM01,4639,11/10/2006,0/1/00,break out wrench dies needs attention,WC1,1234.02.22,EXAMPLE,breakout wrench,X,16700
PM01,4640,11/10/2006,0/1/00,replace engine coolant,WC1,1234.02.23,EXAMPLE,cooling system,Y,16800
PM01,4641,8/10/2006,0/1/00,def:check and repair chip deflector,WC1,1234.02.24,EXAMPLE,deck,Z,16900
PM01,4642,1/11/2006,0/1/00,def:mast lock lights not working,WC1,1234.02.25,EXAMPLE,lights & power,X,17000
PM01,4643,4/10/2006,0/1/00,def:adjust cab door latches,WC1,1234.02.26,EXAMPLE,operators cabin,Y,17100
PM01,4644,4/10/2006,0/1/00,def:break out wrench needs attention,WC1,1234.02.27,EXAMPLE,breakout wrench,Z,17200
PM01,4645,6/12/2006,0/1/00,top viewing window cover to be hinged,WC1,1234.02.28,EXAMPLE,operators cabin,X,17300
PM01,4646,13/10/2006,0/1/00,reroute feed makeup filter hoses,WC1,1234.02.29,EXAMPLE,hydraulic hoses & lines,Y,17400
PM01,4647,11/10/2006,0/1/00,modify bit camera lens holder,WC1,1234.02.30,EXAMPLE,communications,Z,17500
PM01,4648,11/10/2006,0/1/00,tidy up alt. manufacturer2 drain hoses,WC1,1234.02.31,EXAMPLE,hydraulic hoses & lines,X,17600
PM01,4649,25/10/2001,0/1/00,change rotary head oil,WC1,1234.02.32,EXAMPLE,oil - rotary head gearbox,Y,17700
PM01,4650,29/10/2006,0/1/00,lubricate hoist and feed chains,WC1,1234.02.33,EXAMPLE,chain feed lh pulldown,Z,17800
PM01,4651,2/10/2006,0/1/00,replace sub-saver,WC1,1234.02.34,EXAMPLE,frame,X,17900
PM01,4652,2/10/2006,3/10/2006,chains are dry.,WC1,1234.02.35,EXAMPLE,chain feed  pulldown,Y,18000
PM01,4653,8/10/2006,0/1/00,one aircon. not working.,WC1,1234.02.36,EXAMPLE,air conditioning system,Z,18100
PM01,4654,3/10/2006,3/10/2006,engine fault,WC1,1234.02.37,EXAMPLE,elect eng control system,X,18200
PM01,4655,4/10/2006,0/1/00,leaking  from after cooler tube warranty,WC1,1234.02.38,EXAMPLE,cooling system,Y,18300
PM01,4656,4/10/2006,3/10/2006,bull hose leaking,WC1,1234.02.39,EXAMPLE,bullhose,Z,18400
PM01,4657,3/10/2006,3/10/2006,replace blown hose,WC1,1234.02.40,EXAMPLE,hydraulic pump - left propel,X,18500
PM01,4658,1/11/2006,2/11/2006,oil leak at input adptor rear gearbox,WC1,1234.01.01,EXAMPLE,oil - pump drive gearbox rear,Y,18600
PM01,4659,16/10/2006,0/1/00,oil leak at output seal front gearbox,WC1,1234.01.02,EXAMPLE,oil - pump drive gearbox front,Z,18700
PM01,4660,1/11/2006,0/1/00,repair/replace hyd hoses at head support,WC1,1234.01.03,EXAMPLE,hydraulic hoses & lines,X,18800
PM01,4661,1/11/2006,0/1/00,adjust rotary head guides,WC1,1234.01.04,EXAMPLE,rotary head guides,Y,18900
PM01,4662,4/10/2006,0/1/00,modify bit veiwing camera lens cover,WC1,1234.01.05,EXAMPLE,communications,Z,19000
PM01,4663,15/11/2006,0/1/00,fit wide angle camera,WC1,1234.01.06,EXAMPLE,communications,X,19100
PM01,4664,1/11/2006,0/1/00,replace r/h work deck cylinder,WC1,1234.01.07,EXAMPLE,work deck cylinders,Y,19200
PM01,4665,4/10/2006,0/1/00,manufacturer24 NA hoses,WC1,1234.01.08,EXAMPLE,hydraulic hoses & lines,Z,19300
PM01,4666,4/10/2006,0/1/00,dave ferry NA repairs,WC1,1234.01.09,EXAMPLE,drill truck mechanical  NA NA,X,19400
PM01,4667,3/10/2006,4/10/2006,soft/fast feed problem,WC1,1234.01.10,EXAMPLE,hydraulic pump - feed,Y,19500
PM01,4668,15/11/2006,0/1/00,check accuracy of air filter gauges,WC1,1234.01.11,EXAMPLE,induction & exhaust system,Z,19600
PM01,4669,11/10/2006,0/1/00,fit tuff box to drill,WC1,1234.01.12,EXAMPLE,drill truck mechanical  NA NA,X,19700
PM01,4670,3/10/2006,0/1/00,hastings repairs to a/c,WC1,1234.01.13,EXAMPLE,a/c compressor,Y,19800
PM01,4671,31/10/2001,31/10/2001,change oil.,WC1,1234.01.14,EXAMPLE,oil - compressor,Z,19900
PM01,4672,4/10/2006,4/10/2006,replace tong dies,WC1,1234.01.15,EXAMPLE,drill tools,X,20000
PM01,4673,25/10/2001,31/10/2001,shutting down on low comp oil press,WC1,1234.01.16,EXAMPLE,air tank,Y,20100
PM01,4674,4/10/2006,4/10/2006,tag weld to stop pins coming loss,WC1,1234.01.17,EXAMPLE,track frames,Z,20200
PM01,4675,4/11/2006,0/1/00,track links cracking,WC1,1234.01.18,EXAMPLE,track frames,X,20300
PM01,4676,4/10/2006,4/10/2006,replace deck bush & seal,WC1,1234.01.19,EXAMPLE,deck,Y,20400
PM01,4677,25/10/2001,25/10/2001,change out l/h propel pump stroker,WC1,1234.01.20,EXAMPLE,24v lights,Z,20500
PM01,4678,25/10/2001,25/10/2001,repairs to hydralic line,WC1,1234.02.01,EXAMPLE,hydraulics,X,20600
PM01,4679,4/10/2006,0/1/00,replace fuel filter,WC1,1234.02.02,EXAMPLE,fuel system,Y,20700
PM01,4680,16/10/2006,0/1/00,mast locking pin not working,WC1,1234.02.03,EXAMPLE,24v lights,Z,20800
PM01,4681,11/10/2006,0/1/00,fit new a/c changeover switch,WC1,1234.02.04,EXAMPLE,air conditioning system,X,20900
PM01,4682,5/10/2006,0/1/00,installation of trial deflector chute,WC1,1234.02.05,EXAMPLE,vehicle body,Y,21000
PM01,4683,5/10/2006,5/10/2006,chain lube fitting failed,WC1,1234.02.06,EXAMPLE,chain feed  pulldown,Z,21100
PM01,4684,5/10/2006,0/1/00,scoped out fitting,WC1,1234.02.07,EXAMPLE,chain feed  pulldown,X,21200
PM01,4685,5/10/2006,0/1/00,fit chain grease line fitting,WC1,1234.02.08,EXAMPLE,chain feed  pulldown,Y,21300
PM01,4686,5/10/2006,0/1/00,inspected blown grease line,WC1,1234.02.09,EXAMPLE,hydraulics,Z,21400
PM01,4687,26/10/2001,26/10/2001,seat air hose needed reconnecting.,WC2,1234.02.10,EXAMPLE,seat assembly,X,21500
PM01,4688,5/10/2006,0/1/00,replaced blown grease line,WC1,1234.02.11,EXAMPLE,hydraulics,Y,21600
PM01,4689,6/10/2006,6/10/2006,replace mast locking cylinder,WC1,1234.02.12,EXAMPLE,mast,Z,21700
PM01,4690,26/10/2001,26/10/2001,drill will not tram,WC1,1234.02.13,EXAMPLE,rotary head guides,X,21800
PM01,4691,5/10/2006,0/1/00,replace comm radio antena,WC1,1234.02.14,EXAMPLE,manufacturer6 - d40ksl overburden drill,Y,21900
PM01,4692,5/10/2006,6/10/2006,replace aerial on comm radio,WC1,1234.02.15,EXAMPLE,communications,Z,22000
PM01,4693,26/10/2001,26/10/2001,replace carousel index cylinder,WC1,1234.02.16,EXAMPLE,carousel load/index cylinder,X,22100
PM01,4694,6/10/2006,0/1/00,jump start,WC1,1234.02.17,EXAMPLE,battery pack,Y,22200
PM01,4695,6/10/2006,0/1/00,check and measure deck implements,WC1,1234.02.18,EXAMPLE,breakout wrench,Z,22300
PM01,4696,7/10/2006,7/10/2006,mask locking pin u/s,WC1,1234.02.19,EXAMPLE,mast lock cylinder - left,X,22400
PM01,4697,7/10/2006,0/1/00,manufacturer24 : replace mast locking cylinder,WC1,1234.02.20,EXAMPLE,mast,Y,22500
PM01,4698,7/10/2006,0/1/00,carousel lock cyl.  fallen off,WC1,1234.02.21,EXAMPLE,carousel,Z,22600
PM01,4699,7/10/2006,0/1/00,repair dust curtain and deflector,WC1,1234.02.22,EXAMPLE,drill rods,X,22700
PM01,4700,7/10/2006,0/1/00,mast locking pin replacement,WC1,1234.02.23,EXAMPLE,mast lock cylinder - left,Y,22800
PM01,4701,8/10/2006,0/1/00,replace engine/compressor air filters,WC1,1234.02.24,EXAMPLE,engine,Z,22900
PM01,4702,8/10/2006,0/1/00,hydraulic leaks,WC1,1234.02.25,EXAMPLE,hydraulics,X,23000
PM01,4703,9/10/2006,0/1/00,inspected oil leak,WC1,1234.02.26,EXAMPLE,hydraulics,Y,23100
PM01,4704,26/10/2001,26/10/2001,scope engine main c/b problem,WC1,1234.02.27,EXAMPLE,24v lighting,Z,23200
PM01,4705,26/10/2001,26/10/2001,replace busted hyd tank breather,WC1,1234.02.28,EXAMPLE,hydraulics,X,23300
PM01,4706,9/10/2006,0/1/00,investigate slow feed pump,WC1,1234.02.29,EXAMPLE,hydraulics,Y,23400
PM01,4707,9/10/2006,0/1/00,hydraulic leaks,WC1,1234.02.30,EXAMPLE,hydraulics,Z,23500
PM01,4708,27/10/2001,0/1/00,change air filters,WC1,1234.02.31,EXAMPLE,induction & exhaust,X,23600
PM01,4709,9/10/2006,0/1/00,manufacturer24 NA hoses,WC1,1234.02.32,EXAMPLE,hydraulic hoses & lines,Y,23700
PM01,4710,9/10/2006,0/1/00,hastings NA repairs,WC1,1234.02.33,EXAMPLE,breakout wrench,Z,23800
PM01,4711,9/10/2006,0/1/00,manufacturer24 NA hoses,WC1,1234.02.34,EXAMPLE,hydraulic hoses and pipes,X,23900
PM01,4712,9/10/2006,9/10/2006,no controll on feed & rotation pressures,WC1,1234.02.35,EXAMPLE,controllers,Y,24000
PM01,4713,9/10/2006,9/10/2006,chains locking up again.,WC1,1234.02.36,EXAMPLE,mast,Z,24100
PM01,4714,9/10/2006,0/1/00,broken wires behind monitor,WC1,1234.02.37,EXAMPLE,communications,X,24200
PM01,4715,9/10/2006,0/1/00,feed ropes lock nuts loose,WC1,1234.02.38,EXAMPLE,feed ropes,Y,24300
PM01,4716,9/10/2006,0/1/00,locking plates broken off dies,WC1,1234.02.39,EXAMPLE,breakout wrench,Z,24400
PM01,4717,9/10/2006,0/1/00,small hose going to head cut in half,WC1,1234.02.40,EXAMPLE,hydraulic hoses & lines,X,24500
PM01,4718,10/10/2006,0/1/00,bolt that holds die is broken off,WC1,1234.01.01,EXAMPLE,breakout wrench,Y,24600
PM01,4719,10/10/2006,0/1/00,repair / replace t v monitor,WC1,1234.01.02,EXAMPLE,communications,Z,24700
PM01,4720,10/10/2006,0/1/00,solder wires behind tv monitor,WC1,1234.01.03,EXAMPLE,communications,X,24800
PM01,4721,10/10/2006,0/1/00,replace engine - pump drive driveline,WC1,1234.01.04,EXAMPLE,driveline - pump drive gearbox front,Y,24900
PM01,4722,10/10/2006,0/1/00,bad vibration at high idle,WC1,1234.01.05,EXAMPLE,driveline - pump drive gearbox front,Z,25000
PM01,4723,10/10/2006,10/10/2006,replace eng.- compressor driveline,WC1,1234.01.06,EXAMPLE,universals driveline - compressor,X,25100
PM01,4724,10/10/2006,10/10/2006,compressor needs aligning to engine,WC1,1234.01.07,EXAMPLE,compressor unit,Y,25200
PM01,4725,16/10/2006,0/1/00,check compressor to engine alingnment,WC1,1234.01.08,EXAMPLE,compressor air-end,Z,25300
PM01,4726,17/10/2006,0/1/00,replace mast traveling rotation hoses,WC1,1234.01.09,EXAMPLE,hydraulic hoses & lines,X,25400
PM01,4727,8/11/2006,0/1/00,perform lube system audit,WC1,1234.01.10,EXAMPLE,multi purpose lube,Y,25500
PM01,4728,28/10/2006,0/1/00,replace lower carousel cylinder,WC1,1234.01.11,EXAMPLE,carousel rod changer cylinder lower,Z,25600
PM01,4729,29/11/2006,0/1/00,cracked beam under water tank,WC1,1234.01.12,EXAMPLE,main frame,X,25700
PM01,4730,1/11/2006,0/1/00,broken bolts in r/h rock gaurds,WC1,1234.01.13,EXAMPLE,track frame - rh,Y,25800
PM01,4731,10/10/2006,12/10/2006,rear jack shafts -lacking lube,WC1,1234.01.14,EXAMPLE,levelling jack cylinder front,Z,25900
PM01,4732,11/10/2006,0/1/00,replace holding wrench cylinder,WC1,1234.01.15,EXAMPLE,tool wrench cylinder,X,26000
PM01,4733,16/10/2006,0/1/00,safety interlocks not working properly,WC1,1234.01.16,EXAMPLE,electrical cables/controls,Y,26100
PM01,4734,16/10/2006,0/1/00,def:tacho not working,WC1,1234.01.17,EXAMPLE,electrical cables/controls,Z,26200
PM01,4735,16/10/2006,0/1/00,def:some oil leaks at rotary head,WC1,1234.01.18,EXAMPLE,rotary head gearbox,X,26300
PM01,4736,16/10/2006,0/1/00,def:tram power taking a while to engage,WC1,1234.01.19,EXAMPLE,electrical cables/controls,Y,26400
PM01,4737,16/10/2006,0/1/00,def:thread greaser nozzle needs moving,WC1,1234.01.20,EXAMPLE,grease lube system,Z,26500
PM01,4738,24/10/2006,24/10/2006,def:pto boxes noisy,WC1,1234.02.01,EXAMPLE,pump drive transmission,X,26600
PM01,4739,28/10/2006,0/1/00,def:one load roller leaking,WC1,1234.02.02,EXAMPLE,track rollers,Y,26700
PM01,4740,29/10/2001,29/10/2001,repaired back wide light,WC1,1234.02.03,EXAMPLE,240v power,Z,26800
PM01,4741,29/10/2001,29/10/2001,hydraulic leak at index  cylinder.,WC1,1234.02.04,EXAMPLE,mast lock cylinders,X,26900
PM01,4742,14/10/2006,0/1/00,def:wires damaged above water tank,WC1,1234.02.05,EXAMPLE,electrical cables/controls,Y,27000
PM01,4743,29/10/2001,29/10/2001,alternator not charging.,WC2,1234.02.06,EXAMPLE,alternator,Z,27100
PM01,4744,16/10/2006,0/1/00,replace oil pressure sender unit,WC1,1234.02.07,EXAMPLE,lubrication system,X,27200
PM01,4745,20/10/2006,0/1/00,def:repair cracked hand rails,WC1,1234.02.08,EXAMPLE,handrails,Y,27300
PM01,4746,13/10/2006,13/10/2006,def:check leaking mast raise cylinders,WC1,1234.02.09,EXAMPLE,mast raise cylinders,Z,27400
PM01,4747,13/10/2006,13/10/2006,def:r/h rear jack slow,WC1,1234.02.10,EXAMPLE,levelling jack cylinder - rear right,X,27500
PM01,4748,16/10/2006,0/1/00,check and repair hour meter,WC1,1234.02.11,EXAMPLE,electrical cables/controls,Y,27600
PM01,4749,29/10/2001,0/1/00,repair charging,WC1,1234.02.12,EXAMPLE,electrical,Z,27700
PM01,4750,29/10/2001,30/10/2001,sub needs changing now,WC1,1234.02.13,EXAMPLE,drill tools,X,27800
PM01,4751,29/10/2001,20/11/2001,rotary head limit switch is faulty.,WC1,1234.02.14,EXAMPLE,rotary head guides,Y,27900
PM01,4752,13/10/2006,13/10/2006,change out bent drill rod.,WC1,1234.02.15,EXAMPLE,drill rods,Z,28000
PM01,4753,13/10/2006,13/10/2006,bolts out of rod support,WC1,1234.02.16,EXAMPLE,mast,X,28100
PM01,4754,29/10/2001,2/11/2001,mast light not working 29/10/01.,WC1,1234.02.17,EXAMPLE,24v lighting,Y,28200
PM01,4755,13/10/2006,0/1/00,screen on camera not working,WC1,1234.02.18,EXAMPLE,communications,Z,28300
PM01,4756,13/10/2006,0/1/00,check oil leaking out head,WC1,1234.02.19,EXAMPLE,mast,X,28400
PM01,4757,14/12/2006,0/1/00,screen on camera not working,WC1,1234.02.20,EXAMPLE,communications,Y,28500
PM01,4758,20/10/2006,0/1/00,replace feed pump controller,WC1,1234.02.21,EXAMPLE,hydraulic pump - feed,Z,28600
PM01,4759,15/11/2006,0/1/00,modify breather on front crane,WC1,1234.02.22,EXAMPLE,crane palfinger lh front,X,28700
PM01,4760,13/10/2006,0/1/00,head going down by itself,WC1,1234.02.23,EXAMPLE,hydraulic pump - feed,Y,28800
PM01,4761,13/10/2006,0/1/00,screen on camera not working,WC1,1234.02.24,EXAMPLE,communications,Z,28900
PM01,4762,13/10/2006,14/10/2006,hydraulic hose leak NA,WC1,1234.02.25,EXAMPLE,hydraulic hoses & lines,X,29000
PM01,4763,13/10/2006,14/10/2006,oil leak in hydraulic cabinet NA,WC1,1234.02.26,EXAMPLE,controllers,Y,29100
PM01,4764,14/10/2006,14/10/2006,replace blown rotary head hose ITEM_ID,WC1,1234.02.27,EXAMPLE,hydraulic hoses & lines,Z,29200
PM01,4765,22/10/2006,0/1/00,oil leak in hydraulic cabinet NA,WC1,1234.02.28,EXAMPLE,pumps/valves/control,X,29300
PM01,4766,14/10/2006,0/1/00,check out front air cond its noisy,WC1,1234.02.29,EXAMPLE,other systems,Y,29400
PM01,4767,14/10/2006,15/10/2006,replace deck seal,WC1,1234.02.30,EXAMPLE,deck,Z,29500
PM01,4768,14/10/2006,0/1/00,reposition grease fill point,WC1,1234.02.31,EXAMPLE,grease lube system,X,29600
PM01,4769,14/10/2006,0/1/00,checkout travell controller ramp up time,WC1,1234.02.32,EXAMPLE,controllers,Y,29700
PM01,4770,14/10/2006,15/10/2006,replace deck bush on NA,WC1,1234.02.33,EXAMPLE,deck assembly,Z,29800
PM01,4771,14/10/2006,14/10/2006,replace deck seal & chip deflector ITEM_ID,WC1,1234.02.34,EXAMPLE,deck,X,29900
PM01,4772,12/11/2006,12/11/2006,fit new depth counter encoder,WC1,1234.02.35,EXAMPLE,electrical cables/controls,Y,30000
PM01,4773,29/10/2006,0/1/00,connect carousel proximity switch,WC1,1234.02.36,EXAMPLE,protection devices & alarms,Z,30100
PM01,4774,14/10/2006,15/10/2006,replace broken carousel cylinder NA,WC1,1234.02.37,EXAMPLE,carousel assembly,X,30200
PM01,4775,29/10/2001,29/10/2001,replace air filters.,WC1,1234.02.38,EXAMPLE,induction & exhaust,Y,30300
PM01,4776,29/10/2001,29/10/2001,adjust park brake,WC2,1234.02.39,EXAMPLE,parking brake,Z,30400
PM01,4777,15/10/2006,15/10/2006,modify old battery box to hold timbers,WC1,1234.02.40,EXAMPLE,main frame,X,30500
PM01,4778,15/10/2006,0/1/00,start up,WC1,1234.01.01,EXAMPLE,starting system,Y,30600
PM01,4779,15/10/2006,0/1/00,thread lube not working,WC1,1234.01.02,EXAMPLE,pumping systems,Z,30700
PM01,4780,15/10/2006,0/1/00,thread lube not working,WC1,1234.01.03,EXAMPLE,hydraulics,X,30800
PM01,4781,15/10/2006,0/1/00,magic eye sensor not working,WC1,1234.01.04,EXAMPLE,drill truck mechanical  model1 NA,Y,30900
PM01,4782,15/10/2006,0/1/00,thread lube not working,WC1,1234.01.05,EXAMPLE,hydraulics,Z,31000
PM01,4783,15/10/2006,0/1/00,capside locking pin playing,WC1,1234.01.06,EXAMPLE,manufacturer6 - d40ksl overburden drill,X,31100
PM01,4784,15/10/2006,0/1/00,checked oil leak,WC1,1234.01.07,EXAMPLE,rotary head motors,Y,31200
PM01,4785,15/10/2006,0/1/00,checked oil leak,WC1,1234.01.08,EXAMPLE,rotary head motors,Z,31300
PM01,4786,15/10/2006,16/10/2006,mast locking pin broken on ITEM_ID,WC1,1234.01.09,EXAMPLE,mast,X,31400
PM01,4787,20/10/2006,0/1/00,fit 2 new mast locking pins to ITEM_ID,WC1,1234.01.10,EXAMPLE,mast,Y,31500
PM01,4788,22/10/2006,0/1/00,limit fault on head of ITEM_ID,WC1,1234.01.11,EXAMPLE,pumps/valves/control,Z,31600
PM01,4789,29/10/2001,29/10/2001,oil leak on rotary head,WC1,1234.01.12,EXAMPLE,main valve bank rotary/propel,X,31700
PM01,4790,16/10/2006,16/10/2006,monitor rotary head oil level NA,WC1,1234.01.13,EXAMPLE,rotary head motors,Y,31800
PM01,4791,16/10/2006,16/10/2006,replace blown hose from hydraulic pump,WC1,1234.01.14,EXAMPLE,hydraulic hoses & lines,Z,31900
PM01,4792,16/10/2006,0/1/00,weld repair feed up pipe,WC1,1234.01.15,EXAMPLE,hydraulic hoses and pipes,X,32000
PM01,4793,30/10/2001,30/10/2001,will not propel,WC1,1234.01.16,EXAMPLE,electrical,Y,32100
PM01,4794,30/10/2001,30/10/2001,ajust head slids,WC1,1234.01.17,EXAMPLE,main frame,Z,32200
PM01,4795,22/10/2006,0/1/00,def:fine dust getting into cab,WC1,1234.01.18,EXAMPLE,operators cabin,X,32300
PM01,4796,20/10/2006,0/1/00,def:need a light to shine up the mast,WC1,1234.01.19,EXAMPLE,lights & power,Y,32400
PM01,4797,16/10/2006,0/1/00,rep[lace relay,WC1,1234.01.20,EXAMPLE,electrical,Z,32500
PM01,4798,18/10/2006,0/1/00,realign magic eye,WC1,1234.02.01,EXAMPLE,electrical cables/controls,X,32600
PM01,4799,28/10/2006,0/1/00,def:check  feed and rotation pressures,WC1,1234.02.02,EXAMPLE,hydraulic pumps,Y,32700
PM01,4800,18/10/2006,0/1/00,def:fit water trap to window blower,WC1,1234.02.03,EXAMPLE,air compressor system,Z,32800
PM01,4801,8/11/2006,0/1/00,def:oil leak at rotary head,WC1,1234.02.04,EXAMPLE,rotary gearcase,X,32900
PM01,4802,16/10/2006,0/1/00,rotation has erratic speed,WC1,1234.02.05,EXAMPLE,electrical cables/controls,Y,33000
PM01,4803,16/10/2006,0/1/00,replace long dies in breakout wrench,WC1,1234.02.06,EXAMPLE,breakout wrench,Z,33100
PM01,4804,16/10/2006,16/10/2006,electrical problems,WC1,1234.02.07,EXAMPLE,electrical,X,33200
PM01,4805,17/10/2006,17/10/2006,fix ITEM_ID machine signage,WC1,1234.02.08,EXAMPLE,manufacturer6 - NA overburden drill,Y,33300
PM01,4806,17/10/2006,0/1/00,bolts for motor hoses loose,WC1,1234.02.09,EXAMPLE,rotary head motor,Z,33400
PM01,4807,17/10/2006,0/1/00,replace rear driveshaft,WC1,1234.02.10,EXAMPLE,driveline - pump drive gearbox rear,X,33500
PM01,4808,17/10/2006,17/10/2006,repair chip deflector,WC1,1234.02.11,EXAMPLE,drill bit,Y,33600
PM01,4809,17/10/2006,0/1/00,replace bolts in pipe positioner cups,WC1,1234.02.12,EXAMPLE,drill tools,Z,33700
PM01,4810,30/10/2001,0/1/00,change out dies,WC1,1234.02.13,EXAMPLE,breakout wrench,X,33800
PM01,4811,17/10/2006,0/1/00,replace head slide,WC1,1234.02.14,EXAMPLE,rotary head guides,Y,33900
PM01,4812,25/10/2006,0/1/00,replace bullhose ball valve,WC1,1234.02.15,EXAMPLE,air system controls,Z,34000
PM01,4813,25/10/2006,25/10/2006,repair pipe in hole alarm,WC1,1234.02.16,EXAMPLE,electrical cables/controls,X,34100
PM01,4814,17/10/2006,0/1/00,repair limits on mast & tram,WC1,1234.02.17,EXAMPLE,electrical,Y,34200
PM01,4815,19/10/2006,0/1/00,replace blown  propel hose,WC1,1234.02.18,EXAMPLE,hydraulic hoses & lines,Z,34300
PM01,4816,17/10/2006,0/1/00,repair mast interlocks,WC1,1234.02.19,EXAMPLE,electrical cables/controls,X,34400
PM01,4817,18/10/2006,0/1/00,replace head guides,WC1,1234.02.20,EXAMPLE,rotary head guides,Y,34500
PM01,4818,17/10/2006,18/10/2006,relocate hyd hose,WC1,1234.02.21,EXAMPLE,grease lube system,Z,34600
PM01,4819,17/10/2006,18/10/2006,coolent leaking,WC1,1234.02.22,EXAMPLE,cooling system,X,34700
PM01,4820,17/10/2006,18/10/2006,alternator light coming on,WC1,1234.02.23,EXAMPLE,alternator 240/415v,Y,34800
PM01,4821,17/10/2006,18/10/2006,heat on head shaft,WC1,1234.02.24,EXAMPLE,drill rods,Z,34900
PM01,4822,18/10/2006,18/10/2006,replace breakout dies,WC1,1234.02.25,EXAMPLE,breakout wrench,X,35000
PM01,4823,18/10/2006,0/1/00,check starting and stopping,WC1,1234.02.26,EXAMPLE,propel motors,Y,35100
PM01,4824,25/10/2006,0/1/00,coolant leaking,WC1,1234.02.27,EXAMPLE,cooling system,Z,35200
PM01,4825,20/10/2006,0/1/00,check engine for fuel dilution,WC1,1234.02.28,EXAMPLE,fuel system,X,35300
PM01,4826,25/10/2006,25/10/2006,repairs to blinds,WC1,1234.02.29,EXAMPLE,operators cabin,Y,35400
PM01,4827,30/10/2001,30/10/2001,replace leaking return line,WC1,1234.02.30,EXAMPLE,hydraulics,Z,35500
PM01,4828,18/10/2006,18/10/2006,pin broken in mast cylinder,WC1,1234.02.31,EXAMPLE,mast raise cylinder - left,X,35600
PM01,4829,18/10/2006,0/1/00,thread lube u/s,WC1,1234.02.32,EXAMPLE,grease lube system,Y,35700
PM01,4830,18/10/2006,0/1/00,replace deck seal & cone,WC1,1234.02.33,EXAMPLE,deck,Z,35800
PM01,4831,18/10/2006,0/1/00,collect gear from south blackwater w/s,WC1,1234.02.34,EXAMPLE,manufacturer6 - NA overburden drill,X,35900
PM01,4832,18/10/2006,0/1/00,replace breather,WC1,1234.02.35,EXAMPLE,pump drive transmission,Y,36000
PM01,4833,19/10/2006,19/10/2006,loss of reverse rotation,WC1,1234.02.36,EXAMPLE,electrical cables/controls,Z,36100
PM01,4834,19/10/2006,0/1/00,jacks not working,WC1,1234.02.37,EXAMPLE,levelling jack cylinders,X,36200
PM01,4835,20/10/2006,0/1/00,top up rotary head oil,WC1,1234.02.38,EXAMPLE,rotary head motors,Y,36300
PM01,4836,20/10/2006,21/10/2006,low down hole air pressure,WC1,1234.02.39,EXAMPLE,compressor air end,Z,36400
PM01,4837,20/10/2006,0/1/00,flat batteries on NA requires jump,WC1,1234.02.40,EXAMPLE,starting system,X,36500
PM01,4838,31/10/2001,0/1/00,repair broken line,WC1,1234.01.01,EXAMPLE,hydraulics,Y,36600
PM01,4839,20/10/2006,20/10/2006,broken bolts coolant line,WC1,1234.01.02,EXAMPLE,cooling system,Z,36700
PM01,4840,20/10/2006,0/1/00,check fuel leak near engine ITEM_ID,WC1,1234.01.03,EXAMPLE,fuel system,X,36800
PM01,4841,21/10/2006,21/10/2006,blown top bull hose on NA,WC1,1234.01.04,EXAMPLE,air compressor unit,Y,36900
PM01,4842,21/10/2006,21/10/2006,lower carousel cylinder leaking NA,WC1,1234.01.05,EXAMPLE,carousel cylinders,Z,37000
PM01,4843,21/10/2006,0/1/00,seized bit.,WC1,1234.01.06,EXAMPLE,drill tools,X,37100
